"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria10360","8716390400","Remolques  tipo  plataformas  modulares  con  ejes  direccionales,  incluso  con  sección  de  puente
transportador,   acoplamientos   hidráulicos   y/o   cuello   de   ganso   y/o   motor   de   accionamiento hidráulico del equipo."
"catalogos_fraccionarancelaria10361","8716390800","Remolques o semirremolques de dos pisos, reconocibles como concebidos exclusivamente para transportar ganado bovino."
"catalogos_fraccionarancelaria10362","8716399901","Remolques o semirremolques tipo plataforma con o sin redilas, incluso los reconocibles para el
transporte de cajas o rejas de latas o botellas o portacontenedores, o camas bajas, excepto con suspensión hidráulica o neumática y cuello de ganso abatible."
"catalogos_fraccionarancelaria10363","8716399902","Remolques o semirremolques tipo madrinas o nodrizas, para el transporte de vehículos."
"catalogos_fraccionarancelaria10364","8716399903","Semirremolques  tipo  cama  baja,  con  suspensión  hidráulica  o  neumática  y  cuello  de  ganso abatible."
"catalogos_fraccionarancelaria10365","8716399904","Remolques y semirremolques tipo cajas cerradas, incluso refrigeradas."
"catalogos_fraccionarancelaria10366","8716399905","Remolques o semirremolques tipo tanques de acero, incluso criogénicos o tolvas."
"catalogos_fraccionarancelaria10367","8716399999","Los demás."
"catalogos_fraccionarancelaria10368","8716409900","Los demás remolques y semirremolques."
"catalogos_fraccionarancelaria10369","8716800300","Carretillas,   reconocibles   como  concebidas   para  ser  utilizadas   en  la  construcción   o  en  la albañilería."
"catalogos_fraccionarancelaria10370","8716809901","Carretillas y carros de mano."
"catalogos_fraccionarancelaria10371","8716809902","Carretillas de accionamiento hidráulico."
"catalogos_fraccionarancelaria10372","8716809999","Los demás."
"catalogos_fraccionarancelaria10373","8716900300","""Conchas""  reconocibles  como  concebidas  exclusivamente  para  lo  comprendido  en  la  fracción arancelaria 8716.80.03."
"catalogos_fraccionarancelaria10374","8716909901","Ejes de remolques y semirremolques o ejes con frenos electromagnéticos (ralentizador)."
"catalogos_fraccionarancelaria10375","8716909902","Rodajas para carros de mano."
"catalogos_fraccionarancelaria10376","8716909999","Los demás."
"catalogos_fraccionarancelaria10377","8801000200","Globos  y  dirigibles;  planeadores,  alas  planeadoras  y  demás  aeronaves,  no  propulsados  con motor."
"catalogos_fraccionarancelaria10378","8802110100","Helicópteros para fumigar, hasta de 3 plazas."
"catalogos_fraccionarancelaria10379","8802119900","Los demás."
"catalogos_fraccionarancelaria10380","8802120100","Helicópteros para fumigar, hasta de 3 plazas."
"catalogos_fraccionarancelaria10381","8802129900","Los demás."
"catalogos_fraccionarancelaria10382","8802200100","Aviones   monomotores,   de   una   plaza,   reconocibles   como   concebidos   exclusivamente   para fumigar, rociar o esparcir líquidos o sólidos, con tolva de carga."
"catalogos_fraccionarancelaria10383","8802209900","Los demás."
"catalogos_fraccionarancelaria10384","8802300100","Aviones   monomotores,   de   una   plaza,   reconocibles   como   concebidos   exclusivamente   para fumigar, rociar o esparcir líquidos o sólidos, con tolva de carga."
"catalogos_fraccionarancelaria10385","8802300200","Aviones con motor a reacción, con peso en vacío igual o superior a 10,000 Kg."
"catalogos_fraccionarancelaria10386","8802309900","Los demás."
"catalogos_fraccionarancelaria10387","8802400100","Aviones y demás aeronaves, de peso en vacío superior a 15,000 kg."
"catalogos_fraccionarancelaria10388","8802600100","Vehículos   espaciales   (incluidos   los  satélites)   y  sus   vehículos   de   lanzamiento   y  vehículos suborbitales."
"catalogos_fraccionarancelaria10389","8803100100","Hélices y rotores, y sus partes."
"catalogos_fraccionarancelaria10390","8803200100","Trenes de aterrizaje y sus partes."
"catalogos_fraccionarancelaria10391","8803309900","Las demás partes de aviones o helicópteros."
"catalogos_fraccionarancelaria10392","8803909900","Las demás."
"catalogos_fraccionarancelaria10393","8804000100","Paracaídas, incluidos los dirigibles, planeadores (parapentes) o de aspas giratorias; sus partes y accesorios."
"catalogos_fraccionarancelaria10394","8805100100","Aparatos y dispositivos para lanzamiento de aeronaves y sus partes; aparatos y dispositivos para aterrizaje en portaaviones y aparatos y dispositivos similares, y sus partes."
"catalogos_fraccionarancelaria10395","8805210100","Simuladores de combate aéreo y sus partes."
"catalogos_fraccionarancelaria10396","8805290100","Los demás."
"catalogos_fraccionarancelaria10397","8901100100","Con longitud inferior o igual a 35 m de eslora."
"catalogos_fraccionarancelaria10398","8901109900","Los demás."
"catalogos_fraccionarancelaria10399","8901200100","Con longitud inferior o igual a 35 m de eslora."
"catalogos_fraccionarancelaria10400","8901209900","Los demás."
"catalogos_fraccionarancelaria10401","8901300100","Con longitud inferior o igual a 35 m de eslora."
"catalogos_fraccionarancelaria10402","8901309900","Los demás."
"catalogos_fraccionarancelaria10403","8901900100","Con motor fueraborda."
"catalogos_fraccionarancelaria10404","8901900200","Con longitud inferior o igual a 35 m de eslora."
"catalogos_fraccionarancelaria10405","8901900300","Con casco de aluminio, para transportar hasta 80 personas y con capacidad de carga, en cubierta hasta 36 t, sin cabinas de refrigeración ni bodegas de carga."
"catalogos_fraccionarancelaria10406","8901909900","Los demás."
"catalogos_fraccionarancelaria10407","8902000301","Pesqueros, con capacidad de bodega superior a 750 t."
"catalogos_fraccionarancelaria10408","8902000399","Los demás."
"catalogos_fraccionarancelaria10409","8903100100","Embarcaciones inflables."
"catalogos_fraccionarancelaria10410","8903910100","Barcos de vela, incluso con motor auxiliar."
"catalogos_fraccionarancelaria10411","8903920100","Barcos de motor, excepto los de motor fueraborda."
"catalogos_fraccionarancelaria10412","8903999900","Los demás."
"catalogos_fraccionarancelaria10413","8904000100","Remolcadores y barcos empujadores."
"catalogos_fraccionarancelaria10414","8905100100","Dragas."
"catalogos_fraccionarancelaria10415","8905200100","Plataformas de perforación o explotación, flotantes o sumergibles."
"catalogos_fraccionarancelaria10416","8905900100","Unidades (artefactos) flotantes para el procesamiento o tratamiento de petróleo crudo o de gas."
"catalogos_fraccionarancelaria10417","8905909900","Los demás."
"catalogos_fraccionarancelaria10418","8906100100","Navíos de guerra."
"catalogos_fraccionarancelaria10419","8906909900","Los demás."
"catalogos_fraccionarancelaria10420","8907100100","Balsas inflables."
"catalogos_fraccionarancelaria10421","8907909900","Los demás."
"catalogos_fraccionarancelaria10422","8908000100","Barcos y demás artefactos flotantes para desguace."
"catalogos_fraccionarancelaria10423","9001100201","Haces y cables de fibras ópticas."
"catalogos_fraccionarancelaria10424","9001100299","Los demás."
"catalogos_fraccionarancelaria10425","9001200100","Hojas y placas de materia polarizante."
"catalogos_fraccionarancelaria10426","9001300200","Elementos de óptica (pastillas o botones) destinados a la fabricación de lentes de contacto, de materias plásticas, en bruto, con diámetro inferior o igual a 30 mm."
"catalogos_fraccionarancelaria10427","9001309901","De materias plásticas."
"catalogos_fraccionarancelaria10428","9001309999","Los demás."
"catalogos_fraccionarancelaria10429","9001400300","Lentes de vidrio para gafas (anteojos)."
"catalogos_fraccionarancelaria10430","9001500201","De materias plásticas artificiales."
"catalogos_fraccionarancelaria10431","9001500299","Los demás."
"catalogos_fraccionarancelaria10432","9001909900","Los demás."
"catalogos_fraccionarancelaria10433","9002110100","Para cámaras, proyectores o aparatos fotográficos o cinematográficos de ampliación o reducción."
"catalogos_fraccionarancelaria10434","9002199900","Los demás."
"catalogos_fraccionarancelaria10435","9002200100","Filtros."
"catalogos_fraccionarancelaria10436","9002909900","Los demás."
"catalogos_fraccionarancelaria10437","9003110100","De plástico."
"catalogos_fraccionarancelaria10438","9003190100","De otras materias."
"catalogos_fraccionarancelaria10439","9003900200","Partes."
"catalogos_fraccionarancelaria10440","9004100100","Gafas (anteojos) de sol."
"catalogos_fraccionarancelaria10441","9004909900","Los demás."
"catalogos_fraccionarancelaria10442","9005100100","Binoculares (incluidos los prismáticos)."
"catalogos_fraccionarancelaria10443","9005809900","Los demás instrumentos."
"catalogos_fraccionarancelaria10444","9005900100","Partes  reconocibles  como  concebidas  exclusivamente  para  lo  comprendido  en  las  subpartidas 9005.10 a 9005.80, que incorporen lentes, prismas y espejos de las partidas 90.01 a 90.02."
"catalogos_fraccionarancelaria10445","9005900200","Partes y accesorios, reconocibles exclusivamente para lo comprendido en la fracción arancelaria 9005.10.01, excepto lo comprendido en la fracción arancelaria 9005.90.01."
"catalogos_fraccionarancelaria10446","9005909900","Los demás."
"catalogos_fraccionarancelaria10447","9006300100","Cámaras  especiales  para  fotografía  submarina  o  aérea,  examen  médico  de  órganos  internos o para laboratorios de medicina legal o identificación judicial."
"catalogos_fraccionarancelaria10448","9006400100","Cámaras fotográficas de autorrevelado."
"catalogos_fraccionarancelaria10449","9006510100","Con visor de reflexión a través del objetivo, para películas en rollo de anchura inferior o igual a 35 mm."
"catalogos_fraccionarancelaria10450","9006520100","Cámaras fotográficas de los tipos utilizados para registrar documentos en microfilmes, microfichas u otros microformatos."
"catalogos_fraccionarancelaria10451","9006529900","Las demás."
"catalogos_fraccionarancelaria10452","9006530100","Cámaras fotográficas de los tipos utilizados para registrar documentos en microfilmes, microfichas u otros microformatos."
"catalogos_fraccionarancelaria10453","9006539900","Las demás."
"catalogos_fraccionarancelaria10454","9006599901","Cámaras fotográficas de los tipos utilizados para preparar clisés o cilindros de imprenta."
"catalogos_fraccionarancelaria10455","9006599999","Las demás."
"catalogos_fraccionarancelaria10456","9006610100","Aparatos de tubo de descarga para producir destellos (flashes electrónicos)."
"catalogos_fraccionarancelaria10457","9006699900","Los demás."
"catalogos_fraccionarancelaria10458","9006910300","De cámaras fotográficas."
"catalogos_fraccionarancelaria10459","9006999900","Los demás."
"catalogos_fraccionarancelaria10460","9007100100","Para películas cinematográficas (filme) de anchura inferior a 16 mm o para la doble 8 mm."
"catalogos_fraccionarancelaria10461","9007100200","Giroestabilizadas."
"catalogos_fraccionarancelaria10462","9007109900","Las demás."
"catalogos_fraccionarancelaria10463","9007200100","Proyectores."
"catalogos_fraccionarancelaria10464","9007910100","De cámaras."
"catalogos_fraccionarancelaria10465","9007920100","De proyectores."
"catalogos_fraccionarancelaria10466","9008500100","Proyectores, ampliadoras o reductoras."
"catalogos_fraccionarancelaria10467","9008900200","Partes y accesorios."
"catalogos_fraccionarancelaria10468","9010100100","Aparatos  y  material  para  revelado  automático  de  película  fotográfica,  película  cinematográfica (filme) o papel fotográfico en rollo o para impresión automática de películas reveladas en rollos de papel fotográfico."
"catalogos_fraccionarancelaria10469","9010500100","Los demás aparatos y material para laboratorios fotográficos o cinematográficos; negatoscopios."
"catalogos_fraccionarancelaria10470","9010600100","Pantallas de proyección."
"catalogos_fraccionarancelaria10471","9010900100","Partes y accesorios."
"catalogos_fraccionarancelaria10472","9011100100","Para cirugía."
"catalogos_fraccionarancelaria10473","9011109900","Los demás."
"catalogos_fraccionarancelaria10474","9011209900","Los demás microscopios para fotomicrografía, cinefotomicrografía o microproyección."
"catalogos_fraccionarancelaria10475","9011800100","Los demás microscopios."
"catalogos_fraccionarancelaria10476","9011900100","Partes y accesorios."
"catalogos_fraccionarancelaria10477","9012100100","Microscopios, excepto los ópticos; difractógrafos."
"catalogos_fraccionarancelaria10478","9012900100","Partes y accesorios."
"catalogos_fraccionarancelaria10479","9013100100","Miras telescópicas para armas; periscopios; visores para máquinas, aparatos o instrumentos de este Capítulo o de la Sección XVI."
"catalogos_fraccionarancelaria10480","9013200100","Láseres, excepto los diodos láser."
"catalogos_fraccionarancelaria10481","9013800200","Los demás dispositivos, aparatos e instrumentos."
"catalogos_fraccionarancelaria10482","9013900100","Partes y accesorios."
"catalogos_fraccionarancelaria10483","9014100100","Brújulas, excepto lo comprendido en la fracción arancelaria 9014.10.03."
"catalogos_fraccionarancelaria10484","9014100200","Reconocibles para naves aéreas."
"catalogos_fraccionarancelaria10485","9014100300","Brújulas de funcionamiento electrónico, reconocibles como concebidas exclusivamente para uso automotriz."
"catalogos_fraccionarancelaria10486","9014109900","Los demás."
